make,model,price,year,mileage,condition,city,state,country,condition2,vin,make,model,item_ID
Ford,Bronco XLT,4250,1991,209000,Used,Amarillo,Texas,United States,Used,1FMEU15N1MLA75763,Ford,Bronco,3.22036E+11
Ford,Crown Victoria Police Interceptor Sedan 4-Door,5800,2009,148000,Used,Los Angeles,California,United States,Used,2fahp71v49x148710,Ford,Crown Victoria,1.8205E+11
Chevrolet,Malibu 4dr Sedan LT w/1LT,28085,2016,0,New,Buford,Georgia,United States,New,1G1ZE5ST1GF201936,Chevrolet,Malibu,2.62326E+11
Ford,Thunderbird 2 door coupe,11500,1960,88000,Used,Santa Cruz,California,United States,Used,QY71Y140387,Ford,Thunderbird,1.72126E+11
Chevrolet,Malibu 4dr Sedan LT w/1LT,29280,2016,0,New,Buford,Georgia,United States,New,1G1ZE5ST0GF225435,Chevrolet,Malibu,2.62328E+11
GMC,Envoy SLE 4X4,7995,2003,89878,Used,Pompano Beach,Florida,United States,Used,1GKDT13S632382303,GMC,Envoy,3.81566E+11
BMW,3-Series 328i,18994,2009,61959,Used,Houston,Texas,United States,Used,WBAWL13539PX23096,BMW,3-Series,1.91825E+11
Chevrolet,Malibu 4dr Sedan LT w/1LT,29630,2016,0,New,Buford,Georgia,United States,New,1G1ZE5ST6GF187645,Chevrolet,Malibu,2.62331E+11
Mercedes-Benz,M-Class ML350,7897,2005,103253,Used,Paterson,New Jersey,United States,Used,4JGAB57E95A557130,Mercedes-Benz,M-Class,1.2192E+11
Toyota,RAV4 ALL Wheels Drive,4550,1999,189000,Used,Port Washington,New York,United States,Used,JT3HP10V7X7149902,Toyota,RAV4,3.01894E+11
 Lexus,CT 200H HYBRID F-SPORT SUNROOF NAVIGATION ,28980,2015,11281,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,JTHKD5BH7F2231079,Lexus,CT,1.91825E+11
 Ferrari,430 Spider F1 Convertible ,121950,2006,13461,Used,Scottsdale,Arizona,United States,Used,ZFFEW59A160147001,Ferrari,430,2.52313E+11
BMW,3-Series 320i,43794,2016,0,Used,Austin,Texas,United States,Used,WBA8A9C55GK617398,BMW,3-Series,2.91705E+11
 BMW,3-Series 328I M-SPORT SUNROOF REAR CAM HTD SEATS ,29980,2014,20894,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WBA3A5G53ENP29416,BMW,3-Series,4.01084E+11
 Chevrolet,Camaro SUNROOF CRUISE CONTROL BLUETOOTH AUXILIARY PORT ,18880,2014,27388,Certified pre-owned,Grand Prairie,Texas,United States,Certified pre-owned,2G1FA1E37E9218636,Chevrolet,Camaro,1.91823E+11
Mercedes-Benz,CLS-Class,16500,2006,84000,Used,Garden City,Michigan,United States,Used,Wdddj75x26a018554,Mercedes-Benz,CLS-Class,1.52014E+11
Lexus,LS 4dr Sdn,17800,2007,100600,Used,Austin,Texas,United States,Used ,Used ,“IMMACULATE CONDITION ONLY ONE OWNER LUXURY RIDE FULLY LOADED”,“IMMACULATE CONDITION ONLY ONE OWNER LUXURY RIDE FULLY LOADED”,2.81959E+11
Lexus,IS L/Certified F-SPORT,32999,2014,21759,Certified pre-owned,Massapequa Park,New York,United States,Certified pre-owned,JTHCF1D27E5003094,Lexus,IS,2.72165E+11
BMW,X6 xDrive35i,66470,2016,0,New,San Diego,California,United States,New,5UXKU2C5XG0N82214,BMW,X6,3.11563E+11
Chevrolet,Cruze 4dr Sedan Automatic LT w/1LT,24228,2016,0,New,Duluth,Georgia,United States,New,1G1PE5SB5G7202175,Chevrolet,Cruze,2.22051E+11
Ford,Model A,13000,1929,999999999,Used,Hastings,Florida,United States,Used,A1643263,Ford,Model A,2.7217E+11
Porsche,911 911 CARRERA 4S COUPE PDK,91900,2013,7442,Certified pre-owned,Minneapolis,Minnesota,United States,Certified pre-owned,WP0AB2A97DS122856,Porsche,911,1.41925E+11
Chevrolet,"Express 1500 135"" WB",13999,2006,123000,Used,Boca Raton,Florida,United States,Used,1GBFG15T061246939,Chevrolet,Express,3.11566E+11
 Dodge,Ram 1500 RAM EXPRESS CREW HEMI 4X4 6-PASS 20'S ,29980,2013,22014,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1C6RR7KT3DS526234,Dodge,Ram 1500,3.71571E+11
 Mercedes-Benz,C-Class C300 LUXURY SEDAN SUNROOF ,16980,2009,66573,Used,Stafford,Texas,United States,Used,WDDGF54X59F239125,Mercedes-Benz,C-Class,1.91823E+11
Ford,F-350 XLT PICK UP 350 SUPER DUTY,40995,2009,40727,Used,Pittsburgh,Pennsylvania,United States,Used,1FTWW33Y79EA96270,Ford,F-350,1.21908E+11
BMW,3-Series 340i,53094,2016,0,New,Austin,Texas,United States,New,WBA8B3G54GNT62729,BMW,3-Series,2.91705E+11
Dodge,Other,29500,2006,30500,Used,Downingtown,Pennsylvania,United States,Used,3D7KR19D26G236007,Dodge,Other,2.01541E+11
BMW,5-Series 550i,39988,2012,35216,Used,Austin,Texas,United States,Used,WBAFR9C59CDV58354,BMW,5-Series,2.91706E+11
Chevrolet,Volt ***WILL NOT LAST***,40325,2017,50,New,Smyrna,Georgia,United States,New,1G1RB6S50HU101176,Chevrolet,Volt,1.62001E+11
Ford,E-Series Van Recreational,5999,2002,131754,Used,Wrightstown,New Jersey,United States,Used,1FTNS24272HB35388,Ford,E-Series Van,2.72165E+11
Mercedes-Benz,SL-Class 2dr Roadster SL400,86800,2016,504,Used,Miami,Florida,United States,Used,WDDJK6FA3GF038160,Mercedes-Benz,SL-Class,1.91827E+11
BMW,3-Series,6490,1989,216000,Used,Saint Paul,Minnesota,United States,Used,WBAAE0304K8139292,BMW,3-Series,2.91705E+11
 Chevrolet,Silverado 1500 SILVERADO ,1750,1988,152393,Used,Belleville,New Jersey,United States,Used,1GCDK14K5JZ220308,Silverado 1500,1988,1.62003E+11
Mercedes-Benz,S-Class S550,17995,2007,92729,Used,Stafford,Texas,United States,Used,WDDNG71X87A072421,Mercedes-Benz,S-Class,3.71562E+11
 Cadillac,Escalade PLATINUM 4X4 SUNROOF NAV DVD ,80780,2015,3254,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1GYS4PKJXFR733506,Cadillac,Escalade,4.01086E+11
Chevrolet,Impala,8000,1969,83000,Used,Hollywood,Florida,United States,Used,1.11E+13,Chevrolet,Impala,3.22036E+11
Mercedes-Benz,C-Class C63 AMG,32900,2010,49914,Used,West Chester,Pennsylvania,United States,Used,WDDGF7HB3AF484861,Mercedes-Benz,C-Class,2.31871E+11
Lincoln,MKX Base Sport Utility 4-Door,31988,2015,17761,Used,Austin,Texas,United States,Used,2LMDJ6JKXFBL29331,Lincoln,MKX,1.62005E+11
Porsche,911 2dr Cabriolet Carrera,84800,2015,902,Used,Miami,Florida,United States,Used,WP0CA2A90FS141361,Porsche,911,1.11933E+11
Bentley,Continental GT 2dr Convertible W12,229900,2016,15,New,Edison,New Jersey,United States,New,SCBGU3ZA7GC052205,Bentley,Continental GT,1.82052E+11
Audi,S3 2.0T Daytona 1,39900,2015,9822,Used,West Chester,Pennsylvania,United States,Used,WAUBFGFF1F1066147,Audi,S3,2.31874E+11
Mercedes-Benz,E-Class 2dr Cabriolet E350 RWD,40800,2014,27467,Used,Miami,Florida,United States,Used,WDDKK5KF0EF239933,Mercedes-Benz,E-Class,1.11933E+11
Jaguar,"XK XK150 3.8L SE FHC, #'s Matching, 4 Spd, Overdrive",79000,1961,77783,Used,Santa Barbara,California,United States,Used,S847033DN,Jaguar,XK,2.22047E+11
Plymouth,Fury Sport,23500,1968,69897,Used,Thousand Oaks,California,United States,Used,PH27H8D248235,Plymouth,Fury,2.22042E+11
Ford,Focus SALEEN,7500,2005,99604,Used,Paterson,New Jersey,United States,Used,3FAFP31N05R152889,Ford,Focus,1.21921E+11
Lincoln,Mark LT Base Crew Cab Pickup 4-Door,17981,2008,130452,Used,Corpus Christi,Texas,United States,Used,5LTPW18548FJ04001,Lincoln,Mark LT,1.82043E+11
 Honda,Ridgeline Touring Crew Cab Pickup 4-Door ,28900,2014,24125,Used,Salt Lake City,Utah,United States,Used,5FPYK1F57EB502526,Honda,Ridgeline,1.2192E+11
Ford,F-350 XL,22990,2008,57062,Used,Aledo,Illinois,United States,Used,1FDWF36598ED90779,Ford,F-350,1.11916E+11
Ford,"F-150 Lariat SuperCrew 4x4, 3.5L EcoBoost, Lthr, Navi, 6.5' bed, 22k mi",35900,2013,22169,Used,Santa Fe,New Mexico,United States,Used,1FTFW1ET5DFB36855,Ford,F-150,1.41927E+11
Chevrolet,Impala,99900,1961,4078,Used,Charlotte,North Carolina,United States,Used,1961,Automatic,Other,2.2205E+11
Ford,F-150 F150 FX4 BRAND NEW LIFT TIRES AND WHEELS PACKAGE,48999,2015,13866,Used,Puyallup,Washington,United States,Used ,Used ,"“Brand New 6"" Fabtech Performance Lift with 20"" Fuel Coupler Wheels on 35"" x 12.50 R20 Fuel Gripper MT Tires!”","“Brand New 6"" Fabtech Performance Lift with 20"" Fuel Coupler Wheels on 35"" x 12.50 R20 Fuel Gripper MT Tires!”",4.01086E+11
Mini,Cooper Base Hatchback 2-Door,7500,2010,102859,Used,Talala,Oklahoma,United States,Used,WMWMF3C55ATZ26383,Mini,Cooper,1.5201E+11
Toyota,Tundra TRD Pro,46900,2016,5400,Used,Brentwood,Tennessee,United States,Used ,Used ,"“5400mi, looks new, smells new, ready to go!”","“5400mi, looks new, smells new, ready to go!”",3.01895E+11
Ford,Focus ST,21500,2013,30000,Used,Fort Worth,Texas,United States,Used,1FADP3L92DL108784,Ford,Focus,2.62329E+11
BMW,5-Series 550i,77694,2016,0,New,Austin,Texas,United States,New,WBAKN9C54GD962078,BMW,5-Series,2.91705E+11
Toyota,Sienna LE Mini Passenger Van 5-Door,13500,2005,66000,Used,Exeter,New Hampshire,United States,Used,5TDZA23CX5S286594,Sienna,2005,2.81965E+11
Smart,Smart Passion Coupe,10000,2014,4824,Used,Los Angeles,California,United States,Used,WMEEJ3BA7EK785446,Smart,Smart Passion Coupe,2.52318E+11
Ford,"F-150 XLT SuperCrew Ford CPO, RR Camera, 695 Miles",32945,2014,695,Certified pre-owned,Katy,Texas,United States,Certified pre-owned,1FTFW1CT6EKG24711,Ford,F-150,1.52012E+11
Toyota,4Runner Limited Sport Utility 4-Door,6800,2003,225000,Used,Bourbonnais,Illinois,United States,Used,JTEBT17R738000153,Toyota,4Runner,2.8196E+11
 Jeep,Wrangler 4WD ,15999,2008,77030,Used,Philadelphia,Pennsylvania,United States,Used ,Used ,“LOW MILEAGE ! WARRANTY !SERVICED ! LIFTED !OFF ROAD PACKAGE ! ALMOST NEW TIRES !6 SPEED MANUAL !”,“LOW MILEAGE ! WARRANTY !SERVICED ! LIFTED !OFF ROAD PACKAGE ! ALMOST NEW TIRES !6 SPEED MANUAL !”,3.11561E+11
Jeep,Wrangler 4DR SUV,27900,2011,30706,Used,Bensenville,Illinois,United States,Used,1J4BA5H17BL571867,Jeep,Wrangler,2.62314E+11
Ford,Mustang 15 ROUSH RS1 339HP 2015 Stage 1,34999,2015,10,New,Greenwood,Indiana,United States,New,1FA6P8TH4F5307114,Ford,Mustang,1.61997E+11
Mercedes-Benz,GL-Class 4MATIC 4dr GL450,59900,2014,17512,Used,Miami,Florida,United States,Used,4JGDF7CEXEA342391,Mercedes-Benz,GL-Class,2.91704E+11
 Rolls-Royce,Ghost Base ,239900,2014,1667,Used,Woodland Hills,California,United States,Used,SCA664S54EUX52784,Rolls-Royce,Ghost,2.52315E+11
 Dodge,Ram 2500 LARAMIE MEGA 4X4 HEMI SUNROOF NAV!! ,48980,2016,5197,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,3C6UR5NJ3GG120622,Dodge,Ram 2500,4.01085E+11
Porsche,Cayenne S Hybrid,78998,2015,6413,Certified pre-owned,Torrance,California,United States,Certified pre-owned,WP1AE2A29FLA51844,Porsche,Cayenne,1.91822E+11
Mercedes-Benz,SL-Class 280 SL CONVERTIBLE,114998,1971,91552,Used,La Jolla,California,United States,Used,12021296,Mercedes-Benz,SL-Class,1.82048E+11
Dodge,Viper RT/10,29995,1993,31439,Used,Bohemia,New York,United States,Used,1B3BR65E6PV200059,Dodge,Viper,2.62331E+11
BMW,5-Series 528I,12500,1979,80802,Used,Cream Ridge,New Jersey,United States,Used,5333377,BMW,5-Series,1.31752E+11
BMW,6-Series 640i xDrive Coupe,79900,2016,1652,Used,Fort Worth,Texas,United States,Used,WBA6H3C56GGT65017,BMW,6-Series,2.01531E+11
BMW,3-Series 318i 318,2999,1995,89238,Used,Paterson,New Jersey,United States,Used,WBACA6323SFK70332,BMW,3-Series,3.81566E+11
BMW,3-Series IS,800,1995,237886,Used,Castle Rock,Colorado,United States,Used,WBABF3322SEF50375,BMW,3-Series,1.62004E+11
Porsche,911 GT2,149900,2002,15490,Used,West Palm Beach,Florida,United States,Used,WP0AB29912S696189,Porsche,911,1.11917E+11
Chevrolet,Malibu 4dr Sedan LT w/1LT,27889,2016,0,New,Duluth,Georgia,United States,New,1G1ZE5ST0GF212975,Chevrolet,Malibu,2.22047E+11
Chevrolet,Camaro LT,26442,2015,0,New,Cary,North Carolina,United States,New,2G1FD1E31F9310883,Chevrolet,Camaro,2.31873E+11
Chevrolet,Malibu 4dr Sedan LT w/1LT,29280,2016,0,New,Buford,Georgia,United States,New,1G1ZE5ST1GF188833,Chevrolet,Malibu,2.62325E+11
Jeep,Wrangler Unlimited Rubicon Sport Utility 4-Door,52900,2014,7041,Used,Ocala,Florida,United States,Used ,Used ,"“Ripp Supercharged, 450HP. Like new condition”","“Ripp Supercharged, 450HP. Like new condition”",2.52306E+11
Ford,Five Hundred Limited,7000,2005,43379,Used,Clifton,New Jersey,United States,Used ,Used ,"“Body is in good shape, some scratches and damage at the corners. Interior is excellent and clean.”","“Body is in good shape, some scratches and damage at the corners. Interior is excellent and clean.”",2.81964E+11
BMW,3-Series 335I Coupe Outstanding 6 speed Inspected,14200,2007,93000,Used,Jacksonville,Florida,United States,Used,WBAWB73517P022978,BMW,3-Series,2.01538E+11
Tesla,Model S Sedan,52900,2013,15819,Used,Fort Worth,Texas,United States,Used,5YJSA1AC1DFP11153,Tesla,Model S,2.01535E+11
Ford,F-350 Lariat 4X4 6.0L V8 Diesel Crew Cab Truck Manual,18785,2003,111044,Used,Kernersville,North Carolina,United States,Used ,Used ,“More Pictures in the description below! Check them out! Call 888-626-0383 for details!!”,“More Pictures in the description below! Check them out! Call 888-626-0383 for details!!”,3.61506E+11
Chevrolet,Silverado 1500 Custom,39999,2003,70407,Used,Richardson,Texas,United States,Used,1GCHK29U33E245235,Chevrolet,Silverado 1500,1.21918E+11
BMW,5-Series 535i,53988,2015,13818,Certified pre-owned,Austin,Texas,United States,Certified pre-owned,WBA5B1C51FD920103,BMW,5-Series,2.91705E+11
Dodge,Ram SRT-10 Quad Cab,21991,2005,62803,Used,Addison,Texas,United States,Used,3D7HA18H35G837463,Dodge,Ram SRT-10,2.91707E+11
Chevrolet,C/K Pickup 2500 1/2 ton,49900,1951,0,Certified pre-owned,Kingston,Washington,United States,Certified pre-owned ,Certified pre-owned ,"“Camero Front Clip. B and M shift Kit. MSD ignition. Power Stearing, Power Breaks. Tilt Stearing . Bench seats. Cloisonné Blue Learjet Paint”","“Camero Front Clip. B and M shift Kit. MSD ignition. Power Stearing, Power Breaks. Tilt Stearing . Bench seats. Cloisonné Blue Learjet Paint”",3.51676E+11
Chevrolet,Camaro LT Certified,22998,2014,27400,Certified pre-owned,Cary,North Carolina,United States,Certified pre-owned,2G1FB1E32E9310380,Chevrolet,Camaro,2.31871E+11
 Lexus,GS F SPORT SUNROOF NAV REARVIEW CAM ,40780,2014,23413,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,JTHBE1BL1E5032522,Lexus,GS,3.71572E+11
Chevrolet,Camaro LT,28982,2016,0,New,Cary,North Carolina,United States,New,1G1FB1RSXG0152336,Chevrolet,Camaro,2.31871E+11
Mercedes-Benz,C-Class,6995,2001,79300,Used,Fort Myers,Florida,United States,Used,WDBRF61J31F074980,Mercedes-Benz,C-Class,1.72118E+11
Mercedes-Benz,C-Class 4dr Sedan C300 4MATIC,39900,2015,4968,Used,Miami,Florida,United States,Used,55SWF4KBXFU066269,Mercedes-Benz,C-Class,3.01892E+11
Cadillac,ELR Base Coupe 2-Door,41899,2014,10020,Certified pre-owned,Tucson,Arizona,United States,Certified pre-owned,1G6RM1E4XEU601044,Cadillac,ELR,1.52007E+11
 Dodge,Ram 2500 LARAMIE CREW 4X4 6-PASS DIESEL ,47980,2015,13061,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,3C6UR5FL1FG691850,Dodge,Ram 2500,1.91825E+11
Dodge,Viper 2dr GTS Coup,56995,1996,11260,Used,Tomball,Texas,United States,Used,1B3ER69E1TV200827,Dodge,Viper,2.62313E+11
Other Makes Polaris RZR Turbo,,22900,2016,1,Used,Arlington,Texas,United States,Used,3NSVDE926GF450368,Other Makes,1,4.01085E+11
Chevrolet,Corvette Coupe,13900,1999,73000,Used,Bay Shore,New York,United States,Used,1g1yy22g6x5101924,Chevrolet,Corvette,1.72127E+11
Nissan,"Maxima 3.5 SL, 4 DR SEDAN",5800,2007,121000,Used,Middletown,Delaware,United States,Used ,Used ,"“2007 Nissan Maxima, 3.5 SL, 4 Dr Sedan, 121000 Miles, Excellent Condition, Very Well Maintained, Fresh Battery, New Tires, Tuned And Fresh Fluids At 100 K Miles, Great First Car / Daily Driver”","“2007 Nissan Maxima, 3.5 SL, 4 Dr Sedan, 121000 Miles, Excellent Condition, Very Well Maintained, Fresh Battery, New Tires, Tuned And Fresh Fluids At 100 K Miles, Great First Car / Daily Driver”",2.91708E+11
Audi,A4 Convertible 1.8T,10970,2006,76184,Used,Fort Myers,Florida,United States,Used,WAUAC48H86K004403,Audi,A4,1.41915E+11
Dodge,Avenger SE 4dr Sedan,12750,2013,34386,Used,Coon Rapids,Iowa,United States,Used,1C3CDZAB5DN603660,Dodge,Avenger,2.2205E+11
Chevrolet,Camaro LT,22892,2015,0,New,Cary,North Carolina,United States,New,2G1FD1E37F9287142,Chevrolet,Camaro,2.31871E+11
 Volvo,P1800ES P 1800 ES 3 door sports wagon P1800ES ,29850,1973,101792,Used,Los Angeles,California,United States,Used,1.84E+12,Volvo,P1800ES P 1800 ES 3 door sports wagon ,1.31749E+11
Chevrolet,"Silverado 2500 2WD Double Cab 144.2"" LT",48504,2016,0,New,Duluth,Georgia,United States,New,1GC2CVEG8GZ154643,Chevrolet,Silverado 2500,2.22046E+11
 Toyota,Avalon XLE TOURING SUNROOF NAV LEATHER ,23980,2013,28408,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,4T1BK1EB2DU015743,Toyota,Avalon,3.71571E+11
 Toyota,Tundra 1794 ED CREWMAX 4X4 SUNROOF NAV ,48780,2014,22229,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,5TFAW5F11EX411664,Toyota,Tundra,3.71573E+11
Mercedes-Benz,C-Class C300 4MATIC Sport Certified,17995,2011,72189,Certified pre-owned,Houston,Texas,United States,Certified pre-owned,WDDGF8BB9BF656214,Mercedes-Benz,C-Class,3.71562E+11
Ford,E-Series Van Parcel Delivery,18990,2006,16372,Used,Redmond,Oregon,United States,Used,1FCJE39L36HA19656,Ford,E-Series Van,2.62327E+11
 Jeep,Wrangler 4WD 4dr Sahara ,39900,2015,6658,Used,Pompano Beach,Florida,United States,Used,1C4BJWEG6FL680556,Jeep,Wrangler,1.21922E+11
Ford,"Mustang 1969 Mach 1 428 CJ w/ Air Conditioning, Raven Black",56500,1969,80000,Used,Spartanburg,South Carolina,United States,Used,9t02sxxxxx,Ford,Mustang,1.62003E+11
Chevrolet,Impala LS,22182,2015,0,New,Cary,North Carolina,United States,New,2G11Z5SL6F9233399,Chevrolet,Impala,2.31873E+11
Porsche,911 cabriolet C4s,37500,2004,33140,Used,Southport,North Carolina,United States,Used,WP0CA29924S651812,Porsche,911,2.62315E+11
Chevrolet,SS,50767,2016,0,New,Cary,North Carolina,United States,New,6G3F25RW8GL208003,Chevrolet,SS,2.31871E+11
Ford,E-Series Van High top Luxury conversion,17500,1999,60376,Used,Apopka,Florida,United States,Used,1FTSS34L8XHB02635,Ford,E-Series Van,3.61508E+11
Chevrolet,Traverse FWD 4dr LT w/1LT,39832,2016,0,New,Duluth,Georgia,United States,New,1GNKRGKD3GJ174860,Chevrolet,Traverse,2.22052E+11
Cadillac,DeVille 4dr Sdn,4450,2005,98801,Used,Pompano Beach,Florida,United States,Used ,Used ,“This Deville only had 2 previous owners and was driven less than 7000 miles a year. It was a new car trade. Carfax price adjustment indicates that this Deville is worth $910 more than retail book value. It looks and runs great and the custom roof trim sets it apart from other Cadillac's of that year.The rear windows work intermittently sometimes temperamental We have priced this Deville competitively and are willing to take a reasonable offer. Ask about our competitive shipping rates.”,“This Deville only had 2 previous owners and was driven less than 7000 miles a year. It was a new car trade. Carfax price adjustment indicates that this Deville is worth $910 more than retail book value. It looks and runs great and the custom roof trim sets it apart from other Cadillac's of that year.The rear windows work intermittently sometimes temperamental We have priced this Deville competitively and are willing to take a reasonable offer. Ask about our competitive shipping rates.”,1.62004E+11
 Chevrolet,Corvette 2004 CONVERTIBLE 6-SPEED HUD ADAPT-SUSP MAGNESIUM ,18265,2004,54781,Used,Houston,Texas,United States,Used,1G1YY32G245124215,Chevrolet,Corvette,1.62002E+11
Chevrolet,Blazer Silverado K5,9999,Canada,1987,Used, ,,,Used ,Used ,"“Frame off restoration - Beautiful , fully functional vehicle. Few minor scratches and the dash has now cracked from exposure to the sun.”","“Frame off restoration - Beautiful , fully functional vehicle. Few minor scratches and the dash has now cracked from exposure to the sun.”",1.91826E+11
Mercedes-Benz,SL-Class AMG SPORT,19995,2005,74480,Used,Houston,Texas,United States,Used,WDBSK75F25F093230,Mercedes-Benz,SL-Class,1.21909E+11
 Ford,F-250 4X4 Lariat 7.3L Diesel Very Clean Good Tires ,15900,2002,210165,Used,Tampa,Florida,United States,Used ,Used ,“Normal wear. Small hole in passenger seat. Paint fading on hood.”,“Normal wear. Small hole in passenger seat. Paint fading on hood.”,2.52317E+11
Ford,Model A Custom Truck,24900,1929,0,Used,Bismarck,North Dakota,United States,Used,A3956984,Ford,Model A,2.81963E+11
 Chevrolet,Camaro Motion Phase III 427-SC Supercar ,159900,2011,2400,Used,Saint Louis,Missouri,United States,Used,2G1FT1EW9B9149349,Chevrolet,Camaro,1.82037E+11
Chevrolet,Chevelle,20000,1972,0,Used,La Porte,Texas,United States,Used,1d37h2k586547,Chevrolet,Chevelle,1.2192E+11
Nissan,GT-R R35 GTR Skyline,55900,2009,24230,Used,Irvine,California,United States,Used,JN1AR54F49M250713,Nissan,GT-R,1.8205E+11
 Porsche,Cayenne S AWD SPORT CHRONO SUNROOF NAV ,61980,2014,9641,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,WP1AB2A20ELA59404,Porsche,Cayenne,3.71573E+11
Chevrolet,SS,50767,2016,0,New,Cary,North Carolina,United States,New,6G3F25RW6GL204659,Chevrolet,SS,2.31871E+11
 Chevrolet,Silverado 3500 HD CREW 4X4 DIESEL DUALLY ,37980,2011,72674,Certified pre-owned,Stafford,Texas,United States,Certified pre-owned,1GC4K1C84BF118376,Chevrolet,Silverado 3500,1.91822E+11
BMW,3-Series 340i,57394,2016,0,New,Austin,Texas,United States,New,WBA8B3G53GNT62639,BMW,3-Series,2.91705E+11
Mercedes-Benz,C-Class 2.6L,5900,2004,102146,Used,West Chester,Pennsylvania,United States,Used,WDBRF61J34A633073,Mercedes-Benz,C-Class,2.31871E+11
Other Makes,ZIMMER GOLDEN SPIRIT COUPE ZIMMER GOLDEN SPIRIT 5.0L V8 COUPE,25500,1982,61100,Used,Santa Monica,California,United States,Used ,Used ,“1982 Zimmer Golden Spirit Coupe”,“1982 Zimmer Golden Spirit Coupe”,3.81564E+11
BMW,3-Series Z3 2dr Roads,12500,1997,64929,Used,Saint Louis,Missouri,United States,Used ,Used ,"“With only one previous owner, this automobile is ready for you.Vehicle has never been smoked in.No damage on this vehicle.There are no noticeable dings on the exterior of this vehicle. There is no previous collision damage to this vehicle.This is a garage kept vehicle. The exterior finish on this automobile is in excellent condition.Like new interior.”","“With only one previous owner, this automobile is ready for you.Vehicle has never been smoked in.No damage on this vehicle.There are no noticeable dings on the exterior of this vehicle. There is no previous collision damage to this vehicle.This is a garage kept vehicle. The exterior finish on this automobile is in excellent condition.Like new interior.”",2.81955E+11
Chevrolet,Silverado 2500 Crew Cab 2500HD Z71 4X4 Midnight Edition Duramax,56910,2016,10,New,Lebanon,Tennessee,United States,New,1GC1KVE81GF171678,Chevrolet,Silverado 2500,1.62004E+11
Mercedes-Benz,SL-Class,24885,2003,28505,Used,Costa Mesa,California,United States,Used,WDBSK75F63F038051,Mercedes-Benz,SL-Class,1.41925E+11
Pontiac,Le Mans sport convertible,7500,1972,0,Used,Bow,New Hampshire,United States,Used ,Used ,"“This is a running and driving car, not a show car by any means , has plenty of bondo in it but looks ok, car has been sprayed with high build primer then covered with hot rod black acrylic lacquer, you can leave it this way or choose to paint it in your own color. has all new brake lines, rally sport rims , dual exhaust with flow master mufflers, floors were just repaired as shown in picture it a new carpet installed , bucket seats and rear seats are out getting reupholstered , the dash is in great shape, this would be a great restoration project or a father and son/daughter bonding session or just drive it the way it is as a rat rod. the car is being sold as is , feel free to contact me with any questions or to come see it if you want. I have a title in hand for car as well.”","“This is a running and driving car, not a show car by any means , has plenty of bondo in it but looks ok, car has been sprayed with high build primer then covered with hot rod black acrylic lacquer, you can leave it this way or choose to paint it in your own color. has all new brake lines, rally sport rims , dual exhaust with flow master mufflers, floors were just repaired as shown in picture it a new carpet installed , bucket seats and rear seats are out getting reupholstered , the dash is in great shape, this would be a great restoration project or a father and son/daughter bonding session or just drive it the way it is as a rat rod. the car is being sold as is , feel free to contact me with any questions or to come see it if you want. I have a title in hand for car as well.”",1.62001E+11
Jeep,Other,13500,1962,36000,Used,Sparta,North Carolina,United States,Used ,Used ,“This vehicle is a very rare find. It belonged to the state of Washington Forest servie. It was last licensed in 1976. It has factory Jeep winch on the front and snorkel on the side of the cab. It has very little rust. It has vacuumed boosted brakes. Check out the pictures for condition. It was evidently been stored in a shed at the forest service. It is virtually unmolested. The only part that has been removed is the head liner. It appears that there might have been a mice nest. It needs a driver'side side glass. Please contact me if you have any questions at 336-403-7790. This vehicle has a 4 speed transmission.”,“This vehicle is a very rare find. It belonged to the state of Washington Forest servie. It was last licensed in 1976. It has factory Jeep winch on the front and snorkel on the side of the cab. It has very little rust. It has vacuumed boosted brakes. Check out the pictures for condition. It was evidently been stored in a shed at the forest service. It is virtually unmolested. The only part that has been removed is the head liner. It appears that there might have been a mice nest. It needs a driver'side side glass. Please contact me if you have any questions at 336-403-7790. This vehicle has a 4 speed transmission.”,1.31748E+11
BMW,3-Series 328i,5999,1997,86400,Used,Fort Myers,Florida,United States,Used ,Used ,"“Super fine example, smooth running engine and transmission, tight sport suspension”","“Super fine example, smooth running engine and transmission, tight sport suspension”",2.62332E+11
Ford,F-350 XLT Texas Edition Crew Cab 4x4 Fx4,49956,2016,3,New,Vernon,Texas,United States,New,1FT8W3BT0GEB93855,Ford,F-350,2.72156E+11
 Mercedes-Benz,SL-Class ,279900,1959,42,Used,Costa Mesa,California,United States,Used,1.21E+14,Mercedes-Benz,SL-Class,2.52317E+11
 Ford,Ford GT A piece of history. ,499900,2005,465,Used,Macomb,Michigan,United States,Used ,Used ,“Showroom condition! See photos.”,“Showroom condition! See photos.”,1.62002E+11
Ferrari,458 2dr Convertible,269728,2014,4974,Used,Phoenix,Arizona,United States,Used,ZFF68NHA4E0199771,Ferrari,458,2.6233E+11
